"perplexity","ng"
11.9960465887132,1
0.731368393380143,2
14.075483503969,1
1.0869186070312,2
5.05026861611954,1
3.36195451986935,2
0,3
4.32713836936847,2
3.61541230223206,3
5.51945891519157,2
7.56264276594303,1
2.01926132541097,2
9.96627454063489,2
1.27050741379444,2
