"V1","V2","V3","V4"
1296895,29,0,0
1296895,32442,0,0
1296895,4,0,0
1296895,855,2,0
1296895,679,323,0
1296895,156,0,0
1296895,291,0,0
1296895,15,0,0
1296895,32442,0,0
1296895,652,0,0
1296895,273,10,0
1296895,18288,0,0
1296895,218,18,0
1296895,18,0,0
1296895,2855,47,0
1296895,36455,23,16
1296895,36455,1061,2
1296895,336,36,0
1296895,18288,21,0
1296895,4375,36,0
1296895,809,31,0
1296895,1095,0,0
1296895,1681,16,6
1296895,13,0,0
1296895,5,0,0
1296895,63,4,0
1296895,814,0,0
1296895,0,0,0
1296895,32442,0,0
1296895,42587,134,3
1296895,1592,349,5
1296895,455,45,43
1296895,36455,0,0
1296895,6,0,0
1296895,90,8,0
1296895,42587,0,0
1296895,3822,70,0
1296895,63276,0,0
1296895,33569,1059,0
1296895,2,0,0
1296895,4897,24,0
1296895,18288,0,0
1296895,31,5,0
1296895,63276,1281,0
1296895,73,0,0
1296895,4850,0,0
1296895,36455,29,0
1296895,1881,2,0
1296895,21732,0,0
1296895,18288,104,0
1296895,63276,576,2
1296895,33569,6,2
1296895,2430,4,0
1296895,123,0,0
1296895,4375,9,0
1296895,0,0,0
1296895,32,12,0
1296895,4458,0,0
1296895,11450,494,5
1296895,36455,1061,0
1296895,0,0,0
1296895,174,36,0
1296895,33569,0,0
1296895,0,0,0
1296895,2904,0,0
1296895,4375,7,0
1296895,500,0,0
1296895,5201,2,0
1296895,18288,629,40
1296895,8402,0,0
1296895,2934,0,0
1296895,7224,0,0
1296895,484,0,0
1296895,4791,8,0
1296895,2719,21,0
1296895,19,0,0
1296895,55,0,0
1296895,2430,0,0
1296895,5489,112,0
1296895,186,0,0
1296895,855,3,0
1296895,0,0,0
1296895,26205,26,0
1296895,4375,33,0
1296895,3155,27,5
1296895,600,0,0
1296895,652,0,0
1296895,701,0,0
1296895,7137,0,0
1296895,393,0,0
1296895,7439,0,0
1296895,14,2,0
1296895,15265,361,0
1296895,8444,172,0
1296895,113,0,0
1296895,42587,6,0
1296895,1199,4,0
1296895,22,7,0
1296895,42587,0,0
1296895,7434,0,0
1296895,32442,7,0
1296895,63276,4567,0
1296895,1592,0,0
1296895,344,0,0
1296895,33569,4,0
1296895,547,0,0
1296895,6,0,0
1296895,32442,0,0
1296895,2,0,0
1296895,2,2,0
1296895,1309,2,0
1296895,3940,192,0
1296895,655,0,0
1296895,3127,0,0
1296895,202,0,0
1296895,2061,0,0
1296895,1012,0,0
1296895,400,354,0
1296895,5021,0,0
1296895,51,6,0
1296895,292,136,0
1296895,0,0,0
1296895,99,4,0
1296895,26205,493,0
1296895,26205,5,0
1296895,4375,32,0
1296895,2255,0,0
1296895,1678,0,0
1296895,265,57,0
1296895,726,28,0
1296895,8738,50,0
1296895,63276,35,0
1296895,12,0,0
1296895,4282,12,0
1296895,26205,0,0
1296895,3127,34,0
1296895,0,0,0
1296895,2582,0,0
1296895,2675,15,0
1296895,11929,114,0
1296895,33569,175,0
1296895,0,0,0
1296895,1137,117,0
1296895,4720,0,0
1296895,0,0,0
1296895,33569,150,0
1296895,4183,6,0
1296895,0,0,0
1296895,5,0,0
1296895,3195,0,0
1296895,3596,0,0
1296895,844,397,0
1296895,26205,6,0
1296895,571,0,0
1296895,0,0,0
1296895,54,0,0
1296895,212,22,0
1296895,744,0,0
1296895,30,5,0
1296895,5201,7,0
1296895,34,0,0
1296895,15933,0,0
1296895,2,0,0
1296895,24,5,0
1296895,966,0,0
1296895,63276,0,0
1296895,7575,2,0
1296895,4,2,0
1296895,1681,161,0
1296895,8536,116,14
1296895,18,0,0
1296895,4458,2,0
1296895,63276,4236,8
1296895,592,14,0
1296895,61,0,0
1296895,33569,391,0
1296895,739,14,0
1296895,178,9,0
1296895,4437,6,0
1296895,21732,0,0
1296895,11929,0,0
1296895,26205,4,0
1296895,3347,0,0
1296895,63276,53,0
1296895,622,2,0
1296895,14933,0,0
1296895,2536,148,0
1296895,0,0,0
1296895,1199,0,0
1296895,32442,35,0
1296895,33569,89,0
1296895,22,0,0
1296895,32442,3,0
1296895,652,0,0
1296895,69,6,0
1296895,7434,0,0
1296895,1211,0,0
1296895,36455,1625,0
1296895,11,3,0
1296895,26205,0,0
1296895,63276,38,0
1296895,15265,0,0
1296895,961,21,0
1296895,41,11,0
1296895,4,0,0
1296895,594,2,0
1296895,0,0,0
1296895,1720,32,0
1296895,32442,17,0
1296895,2307,771,29
1296895,2577,0,0
1296895,5489,3,0
1296895,24,0,0
1296895,0,0,0
1296895,4791,111,0
1296895,218,0,0
1296895,26205,0,0
1296895,63276,838,0
1296895,336,103,2
1296895,436,0,0
1296895,63276,0,0
1296895,29,0,0
1296895,63276,4,0
1296895,0,0,0
1296895,36455,336,0
1296895,4,0,0
1296895,212,4,0
1296895,214,0,0
1296895,1889,482,11
1296895,241,4,0
1296895,11929,0,0
1296895,414,0,0
1296895,45,0,0
1296895,362,0,0
1296895,27,0,0
1296895,330,5,0
1296895,4098,0,0
1296895,531,0,0
1296895,4,0,0
1296895,26205,3,0
1296895,63276,2186,2
1296895,58,0,0
1296895,163,0,0
1296895,15265,5,0
1296895,14933,0,0
1296895,63276,17,0
1296895,5,0,0
1296895,8444,74,0
1296895,408,134,0
1296895,6,0,0
1296895,36,15,0
1296895,8,0,0
1296895,123,0,0
1296895,4179,155,7
1296895,42587,134,0
1296895,42587,13,0
1296895,0,0,0
1296895,14933,0,0
1296895,453,0,0
1296895,0,0,0
1296895,26205,795,6
1296895,31,0,0
1296895,169,2,0
1296895,50,0,0
1296895,65,12,0
1296895,42587,16,0
1296895,3,0,0
1296895,63276,147,0
1296895,3347,15,0
1296895,2211,177,0
1296895,63276,0,0
1296895,32442,0,0
1296895,33569,438,0
1296895,435,22,0
1296895,2577,0,0
1296895,33569,1059,0
1296895,122,0,0
1296895,17365,36,4
1296895,17365,0,0
1296895,57,19,0
1296895,129,13,4
1296895,63276,576,0
1296895,2137,0,0
1296895,10,0,0
1296895,42587,291,0
1296895,0,0,0
1296895,599,73,0
1296895,14,0,0
1296895,7434,0,0
1296895,4,0,0
1296895,218,24,0
1296895,36455,481,0
1296895,2255,353,0
1296895,444,110,0
1296895,66,8,0
1296895,32442,16,0
1296895,11929,0,0
1296895,58,11,0
1296895,4098,3,0
1296895,3822,3,0
1296895,14933,2,0
1296895,36,0,0
1296895,0,0,0
1296895,42587,0,0
1296895,3822,825,27
1296895,183,0,0
1296895,6154,74,0
1296895,0,0,0
1296895,196,0,0
1296895,11929,0,0
1296895,283,0,0
1296895,38,0,0
1296895,33569,0,0
1296895,15265,118,3
1296895,21732,0,0
1296895,4069,0,0
1296895,1072,15,0
1296895,92,0,0
1296895,0,0,0
1296895,539,5,0
1296895,0,0,0
1296895,15265,0,0
1296895,63276,239,6
1296895,0,0,0
1296895,39,0,0
1296895,4069,4,2
1296895,15265,0,0
1296895,32442,0,0
1296895,244,0,0
1296895,37,0,0
1296895,33569,0,0
1296895,130,12,0
1296895,199,2,0
1296895,15933,0,0
1296895,11,0,0
1296895,667,0,0
1296895,0,0,0
1296895,4791,632,0
1296895,961,94,0
1296895,63276,606,0
1296895,6165,124,0
1296895,26205,0,0
1296895,1176,0,0
1296895,0,0,0
1296895,410,0,0
1296895,63276,4567,0
1296895,5,0,0
1296895,18288,130,27
1296895,212,0,0
1296895,4,0,0
1296895,63276,4567,4
1296895,1856,1416,0
1296895,26205,2,0
1296895,3,0,0
1296895,352,2,0
1296895,714,0,0
1296895,7434,2,0
1296895,63276,349,0
1296895,296,0,0
1296895,36455,0,0
1296895,40,0,0
1296895,1122,62,0
1296895,1125,21,0
1296895,14933,6,0
1296895,1635,0,0
1296895,7434,31,0
1296895,4282,19,0
1296895,454,36,0
1296895,15933,0,0
1296895,1238,82,0
1296895,223,0,0
1296895,2484,0,0
1296895,112,0,0
1296895,183,0,0
1296895,348,6,0
1296895,27,0,0
1296895,6154,3,0
1296895,0,0,0
1296895,261,0,0
1296895,26205,3,0
1296895,588,0,0
1296895,42,18,0
1296895,400,354,0
1296895,6154,112,103
1296895,34,0,0
1296895,0,0,0
1296895,3,0,0
1296895,1540,2,2
1296895,3127,34,0
1296895,6154,2,0
1296895,3127,717,0
1296895,42587,9,0
1296895,976,0,0
1296895,7,0,0
1296895,739,55,2
1296895,1475,122,0
1296895,2855,0,0
1296895,32442,0,0
1296895,1720,5,0
1296895,8444,1337,32
1296895,2,0,0
1296895,5,0,0
1296895,6,3,0
1296895,1569,22,0
1296895,4897,0,0
1296895,36455,4,0
1296895,33569,65,0
1296895,462,313,2
1296895,63276,3,0
1296895,4720,6,0
1296895,32442,0,0
1296895,0,0,0
1296895,78,0,0
1296895,1309,2,0
1296895,382,0,0
1296895,588,17,0
1296895,181,0,0
1296895,72,0,0
1296895,13,0,0
1296895,59,6,0
1296895,6426,355,0
1296895,11450,76,0
1296895,32442,21,5
1296895,42587,323,104
1296895,24,0,0
1296895,26205,37,0
1296895,32442,0,0
1296895,36455,0,0
1296895,1125,21,0
1296895,65,4,0
1296895,81,2,0
1296895,21732,172,0
1296895,11,0,0
1296895,564,2,0
1296895,284,23,0
1296895,1199,17,0
1296895,157,0,0
1296895,32442,0,0
1296895,2106,0,0
1296895,15933,4,0
1296895,679,323,28
1296895,11,0,0
1296895,112,0,0
1296895,444,0,0
1296895,26205,44,0
1296895,26,0,0
1296895,374,202,0
1296895,36455,336,0
1296895,0,0,0
1296895,3155,37,5
1296895,108,0,0
1296895,2137,244,0
1296895,0,0,0
1296895,63276,0,0
1296895,32442,66,0
1296895,7,0,0
1296895,27,0,0
1296895,77,2,0
1296895,17365,205,0
1296895,8,0,0
1296895,26205,0,0
1296895,2719,59,0
1296895,299,24,0
1296895,14933,14,0
1296895,844,397,5
1296895,24,0,0
1296895,2719,108,0
1296895,19,0,0
1296895,63276,2,0
1296895,115,0,0
1296895,453,0,0
1296895,306,22,0
1296895,9,0,0
1296895,40,0,0
1296895,6,0,0
1296895,50,0,0
1296895,26205,45,41
1296895,8402,432,0
1296895,11450,0,0
1296895,11450,23,0
1296895,0,0,0
1296895,6165,127,0
1296895,17365,5,0
1296895,111,2,0
1296895,3099,152,0
1296895,42587,8,0
1296895,2719,0,0
1296895,52,14,0
1296895,34,0,0
1296895,32442,0,0
1296895,63276,576,0
1296895,265,0,0
1296895,63276,4567,0
1296895,1103,300,0
1296895,4,0,0
1296895,1854,44,0
1296895,52,0,0
1296895,32442,150,2
1296895,41,0,0
1296895,3,0,0
1296895,32442,0,0
1296895,3099,0,0
1296895,14933,148,0
1296895,962,16,16
1296895,0,0,0
1296895,33569,41,0
1296895,26205,32,0
1296895,117,0,0
1296895,362,7,0
1296895,57,0,0
1296895,63276,187,0
1296895,12,0,0
1296895,0,0,0
1296895,2,0,0
1296895,3,0,0
1296895,36455,630,0
1296895,92,0,0
1296895,36455,132,16
1296895,33569,396,0
1296895,63276,0,0
1296895,226,20,0
1296895,6426,5,0
1296895,0,0,0
1296895,10,0,0
1296895,128,0,0
1296895,129,0,0
1296895,7224,157,0
1296895,1017,0,0
1296895,1369,2,2
1296895,4179,82,0
1296895,1678,0,0
1296895,63276,36,0
1296895,21732,3,0
1296895,3822,0,0
1296895,14933,0,0
1296895,3,0,0
1296895,475,64,0
1296895,486,2,0
1296895,5,0,0
1296895,2360,879,26
1296895,7439,0,0
1296895,92,0,0
1296895,192,2,2
1296895,22,0,0
1296895,1545,0,0
1296895,4179,2,0
1296895,77,0,0
1296895,15933,0,0
1296895,36455,13,2
1296895,603,18,0
1296895,63276,239,0
1296895,0,0,0
1296895,76,0,0
1296895,5,0,0
1296895,11,0,0
1296895,0,0,0
1296895,8444,1337,0
1296895,33569,0,0
1296895,0,0,0
1296895,63276,1976,0
1296895,371,0,0
1296895,549,0,0
1296895,63276,0,0
1296895,8988,0,0
1296895,6154,0,0
1296895,38,0,0
1296895,26205,166,0
1296895,71,0,0
1296895,68,0,0
1296895,186,0,0
1296895,0,0,0
1296895,329,87,0
1296895,2577,48,0
1296895,15,0,0
1296895,32442,0,0
1296895,2211,78,0
1296895,123,8,0
1296895,379,0,0
1296895,0,0,0
1296895,184,0,0
1296895,3822,56,27
1296895,0,0,0
1296895,63276,6,0
1296895,32442,0,0
1296895,302,0,0
1296895,240,0,0
1296895,2061,0,0
1296895,73,0,0
1296895,371,4,0
1296895,488,0,0
1296895,2211,223,56
1296895,31,0,0
1296895,256,0,0
1296895,32442,2,0
1296895,0,0,0
1296895,384,0,0
1296895,21732,19,0
1296895,21732,0,0
1296895,36455,0,0
1296895,0,0,0
1296895,17,0,0
1296895,204,52,0
1296895,32442,13,0
1296895,15933,6,0
1296895,806,0,0
1296895,1592,349,0
1296895,20,0,0
1296895,2255,353,2
1296895,14933,0,0
1296895,11929,0,0
1296895,291,0,0
1296895,571,21,0
1296895,2430,0,0
1296895,21732,0,0
1296895,15933,2,0
1296895,7224,0,0
1296895,2719,48,0
1296895,2430,0,0
1296895,0,0,0
1296895,547,23,0
1296895,4375,0,0
1296895,4720,0,0
1296895,779,322,0
1296895,2,0,0
1296895,424,0,0
1296895,343,24,0
1296895,33569,606,0
1296895,655,0,0
1296895,108,0,0
1296895,3,0,0
1296895,1540,12,0
1296895,9,0,0
1296895,0,0,0
1296895,0,0,0
1296895,63276,1976,0
1296895,165,0,0
1296895,3822,0,0
1296895,63276,0,0
1296895,204,0,0
1296895,21732,7,0
1296895,453,11,0
1296895,23,0,0
1296895,855,0,0
1296895,0,0,0
1296895,0,0,0
1296895,3155,35,16
1296895,0,0,0
1296895,293,40,0
1296895,65,0,0
1296895,685,19,7
1296895,42587,0,0
1296895,26205,58,0
1296895,643,6,0
1296895,7439,0,0
1296895,2,0,0
1296895,176,0,0
1296895,2,0,0
1296895,98,0,0
1296895,3940,62,3
1296895,165,0,0
1296895,160,77,0
1296895,26205,29,0
1296895,63276,2186,0
1296895,2410,45,0
1296895,229,48,0
1296895,444,0,0
1296895,153,32,3
1296895,55,0,0
1296895,63276,0,0
1296895,11,0,0
1296895,1592,104,0
1296895,63276,346,0
1296895,15265,39,0
1296895,89,7,0
1296895,32442,0,0
1296895,36455,13,0
1296895,133,0,0
1296895,1888,0,0
1296895,1681,393,0
1296895,6154,0,0
1296895,3596,0,0
1296895,8,0,0
1296895,18288,127,0
1296895,21732,0,0
1296895,0,0,0
1296895,3,0,0
1296895,81,0,0
1296895,26205,28,0
1296895,26205,28,0
1296895,26205,0,0
1296895,7439,0,0
1296895,124,22,0
1296895,33569,0,0
1296895,15933,0,0
1296895,11929,2,0
1296895,362,10,0
1296895,2719,7,0
1296895,26205,0,0
1296895,187,0,0
1296895,4,0,0
1296895,63276,0,0
1296895,5201,0,0
1296895,3596,0,0
1296895,2719,0,0
1296895,2675,59,24
1296895,77,0,0
1296895,255,0,0
1296895,0,0,0
1296895,0,0,0
1296895,36455,630,0
1296895,1381,0,0
1296895,42587,421,0
1296895,2,0,0
1296895,264,0,0
1296895,2262,586,0
1296895,0,0,0
1296895,34,2,0
1296895,462,313,0
1296895,1324,34,0
1296895,11929,0,0
1296895,108,17,0
1296895,326,33,0
1296895,7434,724,84
1296895,170,6,0
1296895,32442,17,0
1296895,8536,0,0
1296895,7439,2,0
1296895,63276,0,0
1296895,6,0,0
1296895,8,0,0
1296895,0,0,0
1296895,7575,37,0
1296895,15933,155,12
1296895,2,0,0
1296895,527,0,0
1296895,204,0,0
1296895,4458,845,9
1296895,2577,39,0
1296895,8536,1672,6
1296895,291,38,0
1296895,33569,4,0
1296895,3596,0,0
1296895,36455,47,0
1296895,393,28,0
1296895,976,4,0
1296895,11450,576,22
1296895,21732,0,0
1296895,33569,2,0
1296895,8988,5,0
1296895,276,33,0
1296895,15265,0,0
1296895,307,0,0
1296895,0,0,0
1296895,174,0,0
1296895,17,0,0
1296895,36455,0,0
1296895,31,0,0
1296895,96,30,0
1296895,32442,3,0
1296895,82,4,0
1296895,63276,2127,0
1296895,1370,0,0
1296895,8402,2140,4
1296895,18288,29,0
1296895,8,0,0
1296895,141,18,0
1296895,11929,14,0
1296895,6426,5,2
1296895,165,0,0
1296895,269,0,0
1296895,94,37,0
1296895,42587,0,0
1296895,0,0,0
1296895,0,0,0
1296895,25,0,0
1296895,21,0,0
1296895,18288,212,0
1296895,4458,845,0
1296895,237,6,0
1296895,32442,0,0
1296895,369,0,0
1296895,947,0,0
1296895,25,3,0
1296895,0,0,0
1296895,345,0,0
1296895,79,2,0
1296895,15265,28,0
1296895,5,0,0
1296895,1635,0,0
1296895,36455,475,7
1296895,33569,20,0
1296895,141,9,0
1296895,58,0,0
1296895,0,0,0
1296895,1084,0,0
1296895,63276,346,0
1296895,21732,141,9
1296895,0,0,0
1296895,42587,0,0
1296895,8536,93,2
1296895,68,0,0
1296895,362,36,0
1296895,739,39,15
1296895,127,0,0
1296895,33569,0,0
1296895,319,0,0
1296895,72,0,0
1296895,7137,0,0
1296895,13,2,0
1296895,33569,0,0
1296895,2536,0,0
1296895,2577,4,0
1296895,15265,50,2
1296895,0,0,0
1296895,110,6,0
1296895,226,25,2
1296895,574,0,0
1296895,7575,39,0
1296895,679,0,0
1296895,2430,67,0
1296895,726,0,0
1296895,28,2,0
1296895,36455,0,0
1296895,7434,430,2
1296895,4069,74,0
1296895,42587,0,0
1296895,7575,134,0
1296895,109,0,0
1296895,301,0,0
1296895,116,0,0
1296895,14,0,0
1296895,17365,12,0
1296895,0,0,0
1296895,11450,674,2
1296895,60,11,0
1296895,32442,0,0
1296895,6,0,0
1296895,8,0,0
1296895,63276,32,0
1296895,8402,246,23
1296895,14933,0,0
1296895,7137,0,0
1296895,0,0,0
1296895,63276,0,0
1296895,15,0,0
1296895,63276,4,2
1296895,871,2,0
1296895,17,0,0
1296895,7,0,0
1296895,8536,15,0
1296895,8988,0,0
1296895,8536,0,0
1296895,1592,57,0
1296895,94,0,0
1296895,5489,20,0
1296895,32442,0,0
1296895,6165,92,0
1296895,30,0,0
1296895,42587,99,0
1296895,7434,0,0
1296895,30,0,0
1296895,4375,3,0
1296895,12,6,5
1296895,0,0,0
1296895,4437,43,0
1296895,256,6,0
1296895,44,14,0
1296895,449,0,0
1296895,454,46,0
1296895,2299,5,0
1296895,1137,129,0
1296895,11929,0,0
1296895,53,0,0
1296895,3195,0,0
1296895,0,0,0
1296895,782,0,0
1296895,278,5,0
1296895,1122,0,0
1296895,82,0,0
1296895,33569,14,0
1296895,10,0,0
1296895,976,72,0
1296895,4759,0,0
1296895,0,0,0
1296895,7434,0,0
1296895,8444,1417,5
1296895,12,0,0
1296895,42587,0,0
1296895,4,2,0
1296895,20,0,0
1296895,20,0,0
1296895,5489,14,0
1296895,36455,1625,0
1296895,17365,237,0
1296895,21732,0,0
1296895,458,0,0
1296895,21732,2,0
1296895,29,0,0
1296895,888,6,0
1296895,98,0,0
1296895,0,0,0
1296895,34,0,0
1296895,655,2,0
1296895,7575,0,0
1296895,183,34,14
1296895,626,19,0
1296895,42587,1002,28
1296895,2430,0,0
1296895,1259,64,0
1296895,2904,111,99
1296895,3195,0,0
1296895,18288,68,11
1296895,42587,53,0
1296895,143,0,0
1296895,8988,0,0
1296895,0,0,0
1296895,33569,1059,0
1296895,14,0,0
1296895,6,0,0
1296895,14933,0,0
1296895,33569,0,0
1296895,23,0,0
1296895,5489,6,0
1296895,21732,0,0
1296895,63276,72,0
1296895,21732,20,0
1296895,466,0,0
1296895,2577,0,0
1296895,191,0,0
1296895,2211,177,61
1296895,4098,0,0
1296895,42,3,0
1296895,21732,20,0
1296895,6165,35,0
1296895,4931,50,0
1296895,244,0,0
1296895,11450,0,0
1296895,8402,2140,15
1296895,1012,0,0
1296895,172,0,0
1296895,6165,0,0
1296895,30,0,0
1296895,351,3,0
1296895,4098,7,0
1296895,18288,38,0
1296895,381,0,0
1296895,479,2,0
1296895,33569,393,0
1296895,32442,0,0
1296895,3155,3,0
1296895,2855,5,0
1296895,230,2,0
1296895,237,0,0
1296895,685,23,0
1296895,63276,2127,0
1296895,22,0,0
1296895,4282,0,0
1296895,7137,210,6
1296895,1633,0,0
1296895,1889,332,118
1296895,1417,34,0
1296895,11929,0,0
1296895,4850,234,4
1296895,362,0,0
1296895,2137,0,0
1296895,26205,0,0
1296895,63276,2127,0
1296895,184,37,0
1296895,511,10,0
1296895,36455,0,0
1296895,8444,1417,0
1296895,2855,0,0
1296895,21732,0,0
1296895,93,0,0
1296895,9,0,0
1296895,8444,1337,32
1296895,1568,2,0
1296895,32442,0,0
1296895,57,0,0
1296895,910,11,0
1296895,13,0,0
1296895,82,0,0
1296895,68,0,0
1296895,14933,0,0
1296895,63276,4567,0
1296895,8988,46,6
1296895,63276,838,0
1296895,8536,32,0
1296895,582,0,0
1296895,0,0,0
1296895,4282,4,0
1296895,0,0,0
1296895,92,0,0
1296895,17365,0,0
1296895,32442,2,0
1296895,7439,0,0
1296895,63276,4567,0
1296895,69,0,0
1296895,8988,0,0
1296895,4179,0,0
1296895,36455,481,6
1296895,42587,0,0
1296895,1858,0,0
1296895,313,26,12
1296895,15933,0,0
1296895,1295,110,0
1296895,4069,0,0
1296895,32442,0,0
1296895,63276,0,0
1296895,17365,958,2
1296895,8536,0,0
1296895,8402,120,6
1296895,32442,0,0
1296895,227,2,0
1296895,466,7,0
1296895,615,0,0
1296895,2,0,0
1296895,8988,0,0
1296895,19,0,0
1296895,2719,108,0
1296895,0,0,0
1296895,7439,0,0
1296895,36455,1061,22
1296895,966,0,0
1296895,361,0,0
1296895,36455,279,0
1296895,449,0,0
1296895,63276,576,0
1296895,18288,1502,0
1296895,262,9,0
1296895,497,31,0
1296895,0,0,0
1296895,342,0,0
1296895,8536,21,0
1296895,36455,1625,0
1296895,26205,0,0
1296895,25,0,0
1296895,574,5,0
1296895,32442,0,0
1296895,32442,0,0
1296895,21732,0,0
1296895,7439,2,0
1296895,63276,1281,0
1296895,367,4,0
1296895,3596,0,0
1296895,103,0,0
1296895,2410,2,0
1296895,26205,2,0
1296895,42587,51,0
1296895,701,149,0
1296895,4850,0,0
1296895,0,0,0
1296895,25,0,0
1296895,11929,0,0
1296895,63276,252,0
1296895,0,0,0
1296895,0,0,0
1296895,814,2,0
1296895,0,0,0
1296895,1678,3,0
1296895,7,0,0
1296895,335,249,4
1296895,5,0,0
1296895,63276,140,0
1296895,110,0,0
1296895,26205,1097,0
1296895,0,0,0
1296895,37,0,0
1296895,233,0,0
1296895,27,0,0
1296895,26205,0,0
1296895,128,0,0
1296895,2,0,0
1296895,15933,0,0
1296895,63276,1976,0
1296895,0,0,0
1296895,32442,6,0
1296895,17365,0,0
1296895,211,9,0
1296895,966,0,0
1296895,8536,1672,5
1296895,855,0,0
1296895,76,0,0
1296895,8444,0,0
1296895,17365,0,0
1296895,4850,48,0
1296895,0,0,0
1296895,4,0,0
1296895,8536,12,0
1296895,42587,3,0
1296895,22,2,0
1296895,0,0,0
1296895,5489,187,5
1296895,582,75,0
1296895,3526,137,0
1296895,33569,14,7
1296895,4931,156,2
1296895,4098,13,0
1296895,25,0,0
1296895,465,218,0
1296895,92,0,0
1296895,33569,56,0
1296895,4,0,0
1296895,48,4,0
1296895,0,0,0
1296895,57,0,0
1296895,47,0,0
1296895,21732,0,0
1296895,14933,234,0
1296895,15265,0,0
1296895,8738,131,0
1296895,3195,0,0
1296895,42,0,0
1296895,8,0,0
1296895,96,0,0
1296895,48,0,0
1296895,1720,0,0
1296895,26205,367,50
1296895,1517,2,0
1296895,83,0,0
1296895,4759,3,0
1296895,291,64,0
1296895,63276,147,4
1296895,0,0,0
1296895,7434,12,10
1296895,12,0,0
1296895,5489,24,0
1296895,413,53,0
1296895,42587,0,0
1296895,36455,1061,5
1296895,0,0,0
1296895,479,19,0
1296895,42587,28,0
1296895,11450,9,0
1296895,183,0,0
1296895,1678,0,0
1296895,63276,346,2
1296895,95,0,0
1296895,24,0,0
1296895,1931,0,0
1296895,58,0,0
1296895,36455,0,0
1296895,21732,0,0
1296895,63276,11,0
1296895,43,0,0
1296895,0,0,0
1296895,19,11,0
1296895,21,0,0
1296895,6165,201,20
1296895,170,0,0
1296895,3596,0,0
1296895,53,0,0
1296895,64,2,0
1296895,63276,11,0
1296895,26205,0,0
1296895,21732,37,13
1296895,2,0,0
1296895,655,0,0
1296895,0,0,0
1296895,21732,152,14
1296895,3347,146,0
1296895,9,2,0
1296895,63276,0,0
1296895,32442,0,0
1296895,17365,2,0
1296895,1407,11,0
1296895,93,0,0
1296895,42587,105,0
1296895,33569,0,0
1296895,32442,4,0
1296895,121,0,0
1296895,348,83,0
1296895,15933,8,0
1296895,5,0,0
1296895,115,0,0
1296895,3347,0,0
1296895,63276,4567,0
1296895,191,0,0
1296895,93,0,0
1296895,11,0,0
1296895,0,0,0
1296895,8536,98,2
1296895,0,0,0
1296895,4069,24,0
1296895,19,0,0
1296895,32442,17,0
1296895,191,5,0
1296895,36455,0,0
1296895,330,58,0
1296895,454,0,0
1296895,549,2,0
1296895,36455,4,0
1296895,110,0,0
1296895,26205,149,0
1296895,6154,4,0
1296895,69,0,0
1296895,0,0,0
1296895,4069,29,0
1296895,2061,2,0
1296895,0,0,0
1296895,4069,7,4
1296895,110,18,0
1296895,33569,0,0
1296895,93,0,0
1296895,3155,123,12
1296895,26205,0,0
1296895,15265,361,0
1296895,26205,125,4
1296895,652,0,0
1296895,42587,67,2
1296895,0,0,0
1296895,85,0,0
1296895,46,0,0
1296895,18288,24,0
1296895,33569,450,141
1296895,2067,0,0
1296895,26205,237,223
1296895,39,0,0
1296895,36455,0,0
1296895,42587,4,0
1296895,1569,286,0
1296895,237,17,0
1296895,63276,606,0
1296895,2855,68,0
1296895,1569,286,0
1296895,15265,325,2
1296895,62,0,0
1296895,6,0,0
1296895,33569,0,0
1296895,32442,0,0
1296895,33569,0,0
1296895,911,3,0
1296895,3596,0,0
1296895,7575,33,0
1296895,966,0,0
1296895,3526,94,0
1296895,0,0,0
1296895,195,0,0
1296895,264,5,0
1296895,910,0,0
1296895,739,146,0
1296895,11,0,0
1296895,42587,99,0
1296895,681,618,2
1296895,33569,0,0
1296895,32442,54,0
1296895,2675,18,0
1296895,4375,35,15
1296895,8536,134,0
1296895,2484,0,0
1296895,2,0,0
1296895,42587,128,0
1296895,7,0,0
1296895,8402,29,2
1296895,174,20,0
1296895,58,3,0
1296895,4,0,0
1296895,352,260,0
1296895,1044,14,2
1296895,32442,21,0
1296895,2675,0,0
1296895,3822,0,0
1296895,67,0,0
1296895,4098,74,2
1296895,531,2,0
1296895,12,0,0
1296895,0,0,0
1296895,17365,21,2
1296895,8738,5,0
1296895,4897,24,11
1296895,4375,25,7
1296895,189,0,0
1296895,7137,0,0
1296895,7439,0,0
1296895,455,289,0
1296895,7439,0,0
1296895,33569,0,0
1296895,11450,34,10
1296895,25,6,0
1296895,18288,0,0
1296895,15,0,0
1296895,63276,0,0
1296895,26205,10,0
1296895,239,0,0
1296895,0,0,0
1296895,26205,0,0
1296895,17365,0,0
1296895,15,0,0
1296895,6165,420,0
1296895,33569,0,0
1296895,14933,0,0
1296895,36455,43,0
1296895,1517,0,0
1296895,7434,430,17
1296895,60,0,0
1296895,15933,126,0
1296895,33569,396,0
1296895,32442,2,0
1296895,6,0,0
1296895,2255,4,0
1296895,961,0,0
1296895,3347,0,0
1296895,26205,8,0
1296895,72,0,0
1296895,2719,0,0
1296895,68,0,0
1296895,6,0,0
1296895,2255,441,0
1296895,31,0,0
1296895,3617,35,0
1296895,32442,0,0
1296895,4850,11,0
1296895,14933,0,0
1296895,1084,0,0
1296895,8402,925,0
1296895,7439,0,0
1296895,32442,0,0
1296895,320,0,0
1296895,7224,0,0
1296895,15933,0,0
1296895,63276,0,0
1296895,32442,0,0
1296895,8738,257,0
1296895,0,0,0
