"V1","V2","V3","V4"
1296895,6426,6,0
1296895,32442,0,0
1296895,6,0,0
1296895,320,0,0
1296895,0,0,0
1296895,4931,0,0
1296895,0,0,0
1296895,17365,0,0
1296895,190,41,0
1296895,818,15,0
1296895,18288,223,0
1296895,486,11,2
1296895,2430,0,0
1296895,8738,0,0
1296895,42587,5,0
1296895,4179,0,0
1296895,7224,0,0
1296895,31,0,0
1296895,179,2,0
1296895,927,87,0
1296895,15265,77,0
1296895,1465,0,0
1296895,112,2,0
1296895,4850,0,0
1296895,3195,2,0
1296895,42587,4,0
1296895,21732,0,0
1296895,4,0,0
1296895,63276,0,0
1296895,284,0,0
1296895,6426,48,0
1296895,32442,0,0
1296895,36,0,0
1296895,61,0,0
1296895,35,0,0
1296895,2262,0,0
1296895,371,2,0
1296895,25,6,0
1296895,63276,4,0
1296895,42587,5,0
1296895,21732,15,0
1296895,8402,2,0
1296895,7224,0,0
1296895,0,0,0
1296895,63276,2,0
1296895,4791,0,0
1296895,4791,0,0
1296895,2675,9,0
1296895,33569,1059,0
1296895,32442,2,0
1296895,36455,0,0
1296895,14933,0,0
1296895,4791,21,0
1296895,250,17,0
1296895,226,0,0
1296895,3596,0,0
1296895,33569,33,0
1296895,77,0,0
1296895,27,0,0
1296895,1860,0,0
1296895,98,0,0
1296895,1411,4,0
1296895,32442,0,0
1296895,4069,2,0
1296895,4069,24,0
1296895,212,7,0
1296895,63276,576,0
1296895,1369,0,0
1296895,336,29,0
1296895,26205,5,5
1296895,571,122,0
1296895,202,0,0
1296895,126,0,0
1296895,2255,125,0
1296895,7434,31,0
1296895,4,0,0
1296895,3127,0,0
1296895,1931,205,0
1296895,1540,561,0
1296895,4179,2,2
1296895,599,0,0
1296895,22,0,0
1296895,0,0,0
1296895,7,0,0
1296895,21732,0,0
1296895,3,0,0
1296895,0,0,0
1296895,17,0,0
1296895,0,0,0
1296895,32442,0,0
1296895,82,0,0
1296895,6154,0,0
1296895,18288,1502,10
1296895,21732,10,0
1296895,58,0,0
1296895,15,0,0
1296895,10,0,0
1296895,5,0,0
1296895,998,9,4
1296895,36455,0,0
1296895,33569,961,0
1296895,667,0,0
1296895,26205,2,0
1296895,7224,0,0
1296895,117,0,0
1296895,26,0,0
1296895,3099,143,0
1296895,0,0,0
1296895,30,0,0
1296895,1259,39,0
1296895,5021,18,4
1296895,7575,0,0
1296895,44,0,0
1296895,5,0,0
1296895,33569,961,129
1296895,0,0,0
1296895,33569,181,0
1296895,80,13,0
1296895,25,2,0
1296895,54,0,0
1296895,2061,2,0
1296895,13,0,0
1296895,275,81,7
1296895,40,0,0
1296895,3526,0,0
1296895,7575,14,0
1296895,0,0,0
1296895,3596,0,0
1296895,962,5,2
1296895,0,0,0
1296895,95,0,0
1296895,32442,2,0
1296895,2987,146,0
1296895,466,0,0
1296895,4375,261,0
1296895,145,0,0
1296895,4069,0,0
1296895,15,0,0
1296895,3526,0,0
1296895,509,36,0
1296895,632,0,0
1296895,3596,0,0
1296895,2360,0,0
1296895,326,5,0
1296895,21732,0,0
1296895,196,5,0
1296895,8444,1337,0
1296895,42,14,0
1296895,547,0,0
1296895,6165,201,20
1296895,15,2,0
1296895,2904,719,0
1296895,107,0,0
1296895,40,0,0
1296895,342,10,0
1296895,132,14,0
1296895,42587,114,22
1296895,2,0,0
1296895,8444,0,0
1296895,8536,420,0
1296895,48,31,2
1296895,2211,673,0
1296895,962,16,16
1296895,70,0,0
1296895,2484,32,0
1296895,0,0,0
1296895,0,0,0
1296895,39,0,0
1296895,11450,41,0
1296895,3596,0,0
1296895,11450,242,0
1296895,1072,0,0
1296895,0,0,0
1296895,33569,606,0
1296895,18288,104,0
1296895,32442,0,0
1296895,2,0,0
1296895,26205,6,5
1296895,3940,140,0
1296895,454,14,0
1296895,63276,1281,0
1296895,33569,0,0
1296895,1569,32,0
1296895,1369,71,0
1296895,5,0,0
1296895,33569,1059,19
1296895,1095,0,0
1296895,5201,5,0
1296895,79,31,0
1296895,3940,1057,5
1296895,1137,8,0
1296895,1211,317,0
1296895,2855,0,0
1296895,21732,4,0
1296895,829,39,33
1296895,26205,0,0
1296895,22,0,0
1296895,13,8,0
1296895,3127,717,0
1296895,2582,0,0
1296895,306,22,0
1296895,17365,0,0
1296895,61,0,0
1296895,122,0,0
1296895,7224,0,0
1296895,17365,0,0
1296895,7434,57,0
1296895,14,0,0
1296895,63276,0,0
1296895,32442,0,0
1296895,6,0,0
1296895,21732,2,0
1296895,17365,0,0
1296895,643,0,0
1296895,2067,0,0
1296895,209,2,0
1296895,32442,0,0
1296895,42587,66,0
1296895,484,0,0
1296895,42587,0,0
1296895,36455,24,0
1296895,4791,632,0
1296895,63276,346,0
1296895,0,0,0
1296895,17365,16,0
1296895,15265,50,0
1296895,11450,494,2
1296895,11929,0,0
1296895,8988,0,0
1296895,63276,4236,0
1296895,400,4,0
1296895,8988,18,5
1296895,38,0,0
1296895,307,0,0
1296895,26,0,0
1296895,0,0,0
1296895,63276,4236,0
1296895,2536,0,0
1296895,63276,23,0
1296895,1211,0,0
1296895,0,0,0
1296895,26205,0,0
1296895,2307,771,13
1296895,1635,0,0
1296895,8,0,0
1296895,8536,657,0
1296895,34,0,0
1296895,2307,0,0
1296895,43,2,0
1296895,33569,1041,0
1296895,21732,0,0
1296895,22,2,0
1296895,3127,2,0
1296895,2,0,0
1296895,306,38,0
1296895,2,0,0
1296895,80,15,0
1296895,1044,4,0
1296895,2067,92,3
1296895,8988,7,0
1296895,468,0,0
1296895,11929,0,0
1296895,497,2,0
1296895,4282,2,0
1296895,2675,0,0
1296895,42587,0,0
1296895,3,0,0
1296895,24,0,0
1296895,63276,606,0
1296895,32442,0,0
1296895,16,0,0
1296895,36455,630,0
1296895,3,0,0
1296895,0,0,0
1296895,1737,151,2
1296895,8988,0,0
1296895,75,0,0
1296895,25,2,0
1296895,7137,0,0
1296895,645,494,7
1296895,33569,0,0
1296895,0,0,0
1296895,14933,34,0
1296895,1681,75,0
1296895,1381,0,0
1296895,14933,70,0
1296895,26205,67,42
1296895,29,0,0
1296895,68,8,0
1296895,149,12,0
1296895,29,0,0
1296895,27,4,0
1296895,8402,37,0
1296895,2855,33,5
1296895,1081,12,0
1296895,36455,630,0
1296895,3822,53,0
1296895,23,0,0
1296895,1786,2,0
1296895,157,0,0
1296895,4437,5,0
1296895,713,299,9
1296895,8444,172,0
1296895,2,0,0
1296895,32442,12,0
1296895,381,0,0
1296895,63276,606,0
1296895,33,0,0
1296895,42,0,0
1296895,6154,74,0
1296895,117,0,0
1296895,248,6,0
1296895,63276,6,4
1296895,63276,17,0
1296895,4720,2,0
1296895,1324,9,0
1296895,62,10,0
1296895,12,0,0
1296895,11,0,0
1296895,23,0,0
1296895,12,6,0
1296895,8738,2,0
1296895,0,0,0
1296895,8444,0,0
1296895,468,0,0
1296895,1931,0,0
1296895,0,0,0
1296895,26205,367,0
1296895,7137,8,0
1296895,110,0,0
1296895,0,0,0
1296895,180,0,0
1296895,8444,0,0
1296895,462,313,2
1296895,8,0,0
1296895,6165,86,49
1296895,32442,2,0
1296895,1363,0,0
1296895,63276,346,0
1296895,7575,118,0
1296895,4850,0,0
1296895,0,0,0
1296895,15933,0,0
1296895,36455,22,0
1296895,7224,28,0
1296895,7137,24,0
1296895,63276,147,0
1296895,32442,0,0
1296895,27,0,0
1296895,966,124,11
1296895,26205,0,0
1296895,362,0,0
1296895,6154,54,0
1296895,7575,289,0
1296895,7575,0,0
1296895,6426,5,0
1296895,36455,1061,0
1296895,36455,0,0
1296895,338,4,0
1296895,2484,44,0
1296895,966,0,0
1296895,0,0,0
1296895,22,0,0
1296895,7137,0,0
1296895,26205,0,0
1296895,119,0,0
1296895,14,5,0
1296895,182,7,0
1296895,8988,69,0
1296895,1211,6,0
1296895,0,0,0
1296895,3596,0,0
1296895,35,0,0
1296895,26205,2,0
1296895,2,0,0
1296895,170,0,0
1296895,33569,393,0
1296895,887,3,0
1296895,2,0,0
1296895,33569,155,0
1296895,6165,6,0
1296895,11450,576,0
1296895,33569,0,0
1296895,8738,0,0
1296895,42587,47,0
1296895,131,0,0
1296895,204,0,0
1296895,667,0,0
1296895,22,0,0
1296895,36455,1035,0
1296895,1568,6,0
1296895,631,207,0
1296895,1369,0,0
1296895,42587,15,0
1296895,5489,119,0
1296895,2,0,0
1296895,0,0,0
1296895,4458,813,0
1296895,32442,13,0
1296895,0,0,0
1296895,63276,2127,0
1296895,4931,0,0
1296895,42587,0,0
1296895,92,4,0
1296895,11450,0,0
1296895,36455,0,0
1296895,8738,55,0
1296895,87,0,0
1296895,2855,0,0
1296895,1008,54,0
1296895,7137,11,0
1296895,546,15,0
1296895,4931,125,0
1296895,782,0,0
1296895,4458,28,2
1296895,33569,1059,0
1296895,10,0,0
1296895,8402,82,3
1296895,466,6,0
1296895,36455,4,2
1296895,30,0,0
1296895,8536,420,9
1296895,63276,2,0
1296895,50,0,0
1296895,30,0,0
1296895,26205,69,0
1296895,104,0,0
1296895,4720,80,37
1296895,16,0,0
1296895,33569,2,0
1296895,42587,9,0
1296895,822,436,34
1296895,0,0,0
1296895,0,0,0
1296895,378,9,0
1296895,21732,8,0
1296895,344,2,2
1296895,3039,0,0
1296895,8444,0,0
1296895,32442,5,0
1296895,2040,620,0
1296895,15265,0,0
1296895,15265,13,6
1296895,199,8,0
1296895,63276,876,0
1296895,303,0,0
1296895,21732,6,0
1296895,560,4,0
1296895,818,42,0
1296895,1888,0,0
1296895,4,0,0
1296895,14933,0,0
1296895,4,0,0
1296895,2536,79,0
1296895,20,0,0
1296895,5021,45,0
1296895,21732,16,5
1296895,283,0,0
1296895,844,0,0
1296895,58,3,0
1296895,726,42,0
1296895,25,0,0
1296895,0,0,0
1296895,17365,0,0
1296895,32442,0,0
1296895,33569,391,19
1296895,70,0,0
1296895,19,0,0
1296895,2360,120,7
1296895,487,23,0
1296895,110,12,0
1296895,33569,256,0
1296895,95,0,0
1296895,1012,113,0
1296895,18288,153,7
1296895,2577,116,0
1296895,19,0,0
1296895,17365,230,0
1296895,33569,65,0
1296895,18,11,4
1296895,33569,41,6
1296895,104,0,0
1296895,15265,0,0
1296895,1381,5,0
1296895,26205,0,0
1296895,33569,0,0
1296895,13,2,0
1296895,7224,106,0
1296895,7,0,0
1296895,4282,0,0
1296895,42587,1002,131
1296895,17365,958,0
1296895,298,139,15
1296895,8,0,0
1296895,21732,2,0
1296895,42587,0,0
1296895,36455,89,10
1296895,26205,51,2
1296895,79,2,0
1296895,42587,229,13
1296895,17365,230,0
1296895,42587,134,0
1296895,40,0,0
1296895,53,3,3
1296895,5021,34,0
1296895,8444,254,9
1296895,3099,0,0
1296895,7137,2,0
1296895,512,59,33
1296895,4458,0,0
1296895,4098,41,0
1296895,32442,0,0
1296895,7575,4,0
1296895,2675,97,50
1296895,5,0,0
1296895,32442,0,0
1296895,744,44,0
1296895,131,0,0
1296895,40,0,0
1296895,63276,145,0
1296895,6426,355,0
1296895,14933,14,0
1296895,23,0,0
1296895,6426,314,0
1296895,63276,0,0
1296895,10,0,0
1296895,701,149,0
1296895,632,12,0
1296895,63276,89,0
1296895,911,0,0
1296895,18288,0,0
1296895,539,151,0
1296895,4,0,0
1296895,1465,0,0
1296895,21732,0,0
1296895,7439,0,0
1296895,5201,0,0
1296895,2719,13,0
1296895,15265,15,0
1296895,8536,70,0
1296895,14,12,3
1296895,15,0,0
1296895,0,0,0
1296895,3195,0,0
1296895,1525,0,0
1296895,3596,0,0
1296895,63276,4236,0
1296895,2675,19,15
1296895,17,0,0
1296895,32,0,0
1296895,1017,0,0
1296895,2855,6,0
1296895,32442,29,0
1296895,4931,0,0
1296895,219,0,0
1296895,571,2,0
1296895,63276,4567,0
1296895,63276,4236,0
1296895,127,31,0
1296895,6154,63,56
1296895,10,0,0
1296895,42587,346,2
1296895,28,0,0
1296895,88,0,0
1296895,17,0,0
1296895,21732,172,2
1296895,36455,24,0
1296895,309,21,0
1296895,20,2,0
1296895,34,0,0
1296895,8988,0,0
1296895,1259,0,0
1296895,10,0,0
1296895,2299,0,0
1296895,622,0,0
1296895,26205,0,0
1296895,3526,73,7
1296895,4,0,0
1296895,519,13,0
1296895,2904,719,0
1296895,2966,0,0
1296895,683,0,0
1296895,2966,0,0
1296895,26205,4,0
1296895,6,0,0
1296895,980,0,0
1296895,26205,125,3
1296895,256,0,0
1296895,63276,0,0
1296895,11929,8,0
1296895,8444,267,0
1296895,32442,0,0
1296895,15933,0,0
1296895,4069,0,0
1296895,63276,0,0
1296895,15933,2,0
1296895,180,2,0
1296895,1889,0,0
1296895,1635,0,0
1296895,36455,0,0
1296895,17365,599,2
1296895,111,0,0
1296895,7,0,0
1296895,42587,0,0
1296895,455,289,0
1296895,0,0,0
1296895,17365,12,0
1296895,42587,215,0
1296895,63276,4567,0
1296895,2307,0,0
1296895,4282,0,0
1296895,11450,0,0
1296895,42,0,0
1296895,2484,31,0
1296895,321,2,0
1296895,7575,36,0
1296895,13,0,0
1296895,29,0,0
1296895,4069,0,0
1296895,300,0,0
1296895,5021,183,0
1296895,42587,49,49
1296895,62,11,0
1296895,1435,9,0
1296895,14933,0,0
1296895,216,5,0
1296895,12,0,0
1296895,42587,97,0
1296895,33569,155,0
1296895,0,0,0
1296895,1295,12,0
1296895,11450,0,0
1296895,17365,0,0
1296895,21732,44,6
1296895,100,34,33
1296895,33569,74,0
1296895,32442,4,0
1296895,3155,2,0
1296895,21732,4,0
1296895,1369,0,0
1296895,818,169,0
1296895,4720,0,0
1296895,33,9,0
1296895,42587,421,2
1296895,85,0,0
1296895,4931,110,0
1296895,36455,0,0
1296895,0,0,0
1296895,1786,0,0
1296895,89,0,0
1296895,1175,0,0
1296895,33569,0,0
1296895,765,574,0
1296895,36455,0,0
1296895,92,0,0
1296895,814,76,0
1296895,15265,29,5
1296895,14933,3,2
1296895,0,0,0
1296895,0,0,0
1296895,822,0,0
1296895,37,4,0
1296895,14933,0,0
1296895,477,18,2
1296895,26205,12,0
1296895,26205,0,0
1296895,358,0,0
1296895,4897,269,3
1296895,1737,0,0
1296895,1309,59,2
1296895,0,0,0
1296895,8444,267,17
1296895,683,4,0
1296895,3526,2,0
1296895,739,0,0
1296895,1369,0,0
1296895,4179,0,0
1296895,17365,97,0
1296895,8988,24,0
1296895,2904,477,3
1296895,588,35,0
1296895,63276,17,0
1296895,21732,2,0
1296895,8738,76,0
1296895,33569,89,0
1296895,4183,37,0
1296895,439,31,0
1296895,437,0,0
1296895,17365,3,0
1296895,3822,0,0
1296895,3,0,0
1296895,31,0,0
1296895,4850,108,0
1296895,1881,599,22
1296895,2,0,0
1296895,63276,1281,0
1296895,4791,3,0
1296895,4,0,0
1296895,4720,48,0
1296895,32442,0,0
1296895,2,0,0
1296895,63276,102,0
1296895,2934,901,0
1296895,36,0,0
1296895,236,0,0
1296895,8444,1417,0
1296895,87,0,0
1296895,69,0,0
1296895,7434,0,0
1296895,300,0,0
1296895,26205,63,0
1296895,33569,507,45
1296895,32442,17,0
1296895,2719,0,0
1296895,5201,70,0
1296895,32442,0,0
1296895,63276,606,2
1296895,13,3,0
1296895,42587,257,3
1296895,63276,38,0
1296895,36455,798,0
1296895,21732,0,0
1296895,4,0,0
1296895,3347,33,0
1296895,125,0,0
1296895,30,0,0
1296895,8988,0,0
1296895,4458,0,0
1296895,26205,0,0
1296895,7575,134,0
1296895,436,0,0
1296895,8738,257,0
1296895,6154,0,0
1296895,18288,2,0
1296895,26205,0,0
1296895,8444,0,0
1296895,15933,274,216
1296895,50,14,0
1296895,32442,0,0
1296895,326,0,0
1296895,7575,13,0
1296895,402,5,0
1296895,888,0,0
1296895,23,2,0
1296895,0,0,0
1296895,110,40,0
1296895,927,87,8
1296895,4,0,0
1296895,14933,0,0
1296895,15933,0,0
1296895,21732,0,0
1296895,42,0,0
1296895,129,5,0
1296895,18288,1502,0
1296895,36455,228,3
1296895,63276,838,0
1296895,96,30,0
1296895,99,0,0
1296895,36455,5,0
1296895,15265,183,0
1296895,645,0,0
1296895,32442,5,0
1296895,32442,13,0
1296895,96,0,0
1296895,3155,0,0
1296895,36455,475,0
1296895,111,0,0
1296895,16,0,0
1296895,714,0,0
1296895,112,0,0
1296895,0,0,0
1296895,806,0,0
1296895,0,0,0
1296895,2934,41,11
1296895,42587,212,0
1296895,4759,5,0
1296895,40,0,0
1296895,6154,4,0
1296895,4720,0,0
1296895,14933,0,0
1296895,15933,0,0
1296895,33569,13,0
1296895,2137,0,0
1296895,15265,0,0
1296895,256,7,0
1296895,171,4,0
1296895,26205,0,0
1296895,2904,477,10
1296895,114,0,0
1296895,7439,4,0
1296895,0,0,0
1296895,4,0,0
1296895,32442,5,4
1296895,4791,0,0
1296895,43,0,0
1296895,43,0,0
1296895,98,0,0
1296895,2255,0,0
1296895,1737,5,3
1296895,336,0,0
1296895,2934,901,3
1296895,5021,0,0
1296895,1295,12,0
1296895,8,0,0
1296895,98,13,0
1296895,448,0,0
1296895,39,0,0
1296895,36455,1625,0
1296895,32,0,0
1296895,1369,0,0
1296895,373,0,0
1296895,4850,162,0
1296895,63276,0,0
1296895,36455,55,0
1296895,36455,630,0
1296895,444,0,0
1296895,8536,0,0
1296895,15933,0,0
1296895,43,0,0
1296895,5489,0,0
1296895,63276,77,24
1296895,3,0,0
1296895,63276,4236,3
1296895,8,0,0
1296895,295,0,0
1296895,1081,0,0
1296895,15,6,0
1296895,63276,53,0
1296895,63276,0,0
1296895,1889,482,0
1296895,94,0,0
1296895,36455,0,0
1296895,12,0,0
1296895,32442,0,0
1296895,18,0,0
1296895,1411,14,0
1296895,3822,825,2
1296895,63276,0,0
1296895,8444,0,0
1296895,15265,0,0
1296895,1856,0,0
1296895,186,0,0
1296895,5489,6,0
1296895,8738,89,0
1296895,6,0,0
1296895,0,0,0
1296895,40,0,0
1296895,571,0,0
1296895,7575,0,0
1296895,11450,0,0
1296895,521,0,0
1296895,4791,0,0
1296895,42587,12,0
1296895,63276,3,0
1296895,63276,4567,0
1296895,66,0,0
1296895,108,9,0
1296895,851,18,0
1296895,33569,2,2
1296895,34,0,0
1296895,15,0,0
1296895,726,2,2
1296895,5,0,0
1296895,32442,27,0
1296895,871,0,0
1296895,7439,0,0
1296895,1238,25,0
1296895,63276,2186,2
1296895,121,7,0
1296895,1295,18,0
1296895,1525,22,0
1296895,36455,1625,0
1296895,15933,0,0
1296895,560,2,0
1296895,63276,349,0
1296895,1370,167,2
1296895,706,86,0
1296895,42587,63,0
1296895,13,0,0
1296895,1407,0,0
1296895,301,0,0
1296895,21,0,0
1296895,17365,0,0
1296895,2,0,0
1296895,4282,0,0
1296895,63276,4236,0
1296895,33569,0,0
1296895,7434,39,0
1296895,5489,187,0
1296895,652,77,0
1296895,3,0,0
1296895,33569,181,0
1296895,82,0,0
1296895,8444,1337,0
1296895,3526,47,0
1296895,335,249,0
1296895,0,0,0
1296895,218,0,0
1296895,2582,73,0
1296895,11,0,0
1296895,35,0,0
1296895,0,0,0
1296895,33569,0,0
1296895,42587,11,0
1296895,0,0,0
1296895,7137,0,0
1296895,42587,0,0
1296895,1072,105,0
1296895,1568,0,0
1296895,33569,1059,0
1296895,0,0,0
1296895,0,0,0
1296895,63276,4236,2
1296895,36455,2,0
1296895,11450,101,4
1296895,17365,0,0
1296895,1475,346,0
1296895,26205,166,0
1296895,255,11,0
1296895,63276,0,0
1296895,976,308,24
1296895,15933,10,0
1296895,0,0,0
1296895,6,0,0
1296895,1575,311,16
1296895,0,0,0
1296895,444,110,6
1296895,63276,349,0
1296895,6426,28,0
1296895,183,6,0
1296895,15933,0,0
1296895,2,0,0
1296895,35,4,0
1296895,63276,230,4
1296895,448,10,0
1296895,0,0,0
1296895,6,0,0
1296895,8402,246,4
1296895,2410,4,2
1296895,59,5,0
1296895,2211,223,0
1296895,1084,22,0
1296895,63276,4236,56
1296895,6165,29,0
1296895,4,0,0
1296895,63276,0,0
1296895,3099,4,0
1296895,63276,187,0
1296895,497,0,0
1296895,976,0,0
1296895,63276,4236,57
1296895,4179,2,0
1296895,6,0,0
1296895,45,0,0
1296895,15265,51,0
1296895,11929,0,0
1296895,244,0,0
1296895,4,2,0
1296895,343,0,0
1296895,424,47,0
1296895,3596,0,0
1296895,15265,393,0
1296895,418,0,0
1296895,1678,0,0
1296895,539,0,0
1296895,0,0,0
1296895,68,0,0
1296895,5201,68,0
1296895,0,0,0
1296895,130,0,0
1296895,66,0,0
1296895,652,3,0
